,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters
355,2868,3693,Ralph Wien Memorial Airport,6725,Noatak Airport,\N,\N
356,2869,7117,Shungnak Airport,7180,Kobuk Airport,\N,\N
357,2870,6723,Shishmaref Airport,3615,Nome Airport,\N,\N
358,2871,7192,Shaktoolik Airport,7190,Koyuk Alfred Adams Airport,\N,\N
359,2872,7192,Shaktoolik Airport,3615,Nome Airport,\N,\N
360,2873,7192,Shaktoolik Airport,7088,Unalakleet Airport,\N,\N
361,2874,7191,St Michael Airport,7088,Unalakleet Airport,\N,\N
362,2875,6724,Savoonga Airport,6715,Gambell Airport,\N,\N
363,2876,6724,Savoonga Airport,3615,Nome Airport,\N,\N
364,2877,7186,Teller Airport,7183,Brevig Mission Airport,\N,\N
365,2878,7194,Tin City Long Range Radar Station Airport,7187,Wales Airport,\N,\N
366,2879,7088,Unalakleet Airport,3615,Nome Airport,\N,\N
367,2880,7088,Unalakleet Airport,7192,Shaktoolik Airport,\N,\N
368,2881,7088,Unalakleet Airport,7191,St Michael Airport,\N,\N
369,2882,7187,Wales Airport,3615,Nome Airport,\N,\N
370,2883,7187,Wales Airport,6723,Shishmaref Airport,\N,\N
371,2884,7182,Selawik Airport,3693,Ralph Wien Memorial Airport,\N,\N
372,2885,7188,White Mountain Airport,7185,Golovin Airport,\N,\N
373,2886,7188,White Mountain Airport,3615,Nome Airport,\N,\N
374,2887,6725,Noatak Airport,6719,Kivalina Airport,\N,\N
375,2888,6725,Noatak Airport,3693,Ralph Wien Memorial Airport,\N,\N
376,2893,3576,Miami International Airport,2895,Queen Beatrix International Airport,\N,\N
377,3184,6839,Allakaket Airport,3417,Bettles Airport,\N,\N
378,3185,6839,Allakaket Airport,3832,Fairbanks International Airport,\N,\N
379,3186,6839,Allakaket Airport,7107,Hughes Airport,\N,\N
380,3187,6712,Anaktuvuk Pass Airport,3417,Bettles Airport,\N,\N
381,3188,6712,Anaktuvuk Pass Airport,3832,Fairbanks International Airport,\N,\N
382,3189,6729,Arctic Village Airport,7114,Venetie Airport,\N,\N
383,3190,3417,Bettles Airport,6839,Allakaket Airport,\N,\N
384,3191,3417,Bettles Airport,6712,Anaktuvuk Pass Airport,\N,\N
385,3192,3417,Bettles Airport,3832,Fairbanks International Airport,\N,\N
386,3193,3832,Fairbanks International Airport,6839,Allakaket Airport,\N,\N
387,3194,3832,Fairbanks International Airport,6712,Anaktuvuk Pass Airport,\N,\N
388,3195,3832,Fairbanks International Airport,3417,Bettles Airport,\N,\N
389,3196,3832,Fairbanks International Airport,3420,Fort Yukon Airport,27146,397220
390,3197,3832,Fairbanks International Airport,3764,Edward G. Pitka Sr Airport,\N,\N
391,3198,3832,Fairbanks International Airport,6722,Ruby Airport,\N,\N
392,3199,3420,Fort Yukon Airport,3832,Fairbanks International Airport,27341,397528
393,3200,3420,Fort Yukon Airport,7114,Venetie Airport,\N,\N
394,3201,3764,Edward G. Pitka Sr Airport,6717,Kaltag Airport,\N,\N
395,3202,3764,Edward G. Pitka Sr Airport,7111,Nulato Airport,\N,\N
396,3203,7108,Huslia Airport,7107,Hughes Airport,\N,\N
397,3204,7108,Huslia Airport,6722,Ruby Airport,\N,\N
398,3205,7107,Hughes Airport,3832,Fairbanks International Airport,\N,\N
399,3206,6717,Kaltag Airport,7108,Huslia Airport,\N,\N
400,3207,7208,Koyukuk Airport,3832,Fairbanks International Airport,\N,\N
401,3208,7111,Nulato Airport,7208,Koyukuk Airport,\N,\N
402,3209,6722,Ruby Airport,3832,Fairbanks International Airport,203202,5288778
403,3210,7114,Venetie Airport,6729,Arctic Village Airport,\N,\N
404,3211,7114,Venetie Airport,3420,Fort Yukon Airport,4,4
405,3368,3682,Hartsfield Jackson Atlanta International Airport,4039,Kalamazoo Battle Creek International Airport,\N,\N
406,3369,3682,Hartsfield Jackson Atlanta International Airport,3578,Lovell Field,\N,\N
407,3370,3682,Hartsfield Jackson Atlanta International Airport,4043,The Eastern Iowa Airport,\N,\N
408,3371,3682,Hartsfield Jackson Atlanta International Airport,4285,Yeager Airport,\N,\N
409,3372,3682,Hartsfield Jackson Atlanta International Airport,3488,Cincinnati Northern Kentucky International Airport,\N,\N
410,3373,3682,Hartsfield Jackson Atlanta International Airport,4018,Evansville Regional Airport,40946,1233703
411,3374,3682,Hartsfield Jackson Atlanta International Airport,4041,Fort Wayne International Airport,6913,200621
412,3375,3682,Hartsfield Jackson Atlanta International Airport,4008,Piedmont Triad International Airport,45315,1357300
413,3376,3682,Hartsfield Jackson Atlanta International Airport,4034,Greenville Spartanburg International Airport,28398,824263
414,3377,3682,Hartsfield Jackson Atlanta International Airport,3544,Capital City Airport,24589,752597
415,3378,3682,Hartsfield Jackson Atlanta International Airport,4017,Blue Grass Airport,22545,665372
416,3379,3682,Hartsfield Jackson Atlanta International Airport,4128,MBS International Airport,34863,1059003
417,3380,3682,Hartsfield Jackson Atlanta International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,18760,561341
418,3381,3682,Hartsfield Jackson Atlanta International Airport,4016,Roanoke–Blacksburg Regional Airport,9017,265246
419,3382,3682,Hartsfield Jackson Atlanta International Airport,3745,Syracuse Hancock International Airport,22191,673335
420,3383,3682,Hartsfield Jackson Atlanta International Airport,3676,McGhee Tyson Airport,21395,642936
421,3384,3682,Hartsfield Jackson Atlanta International Airport,4356,Northwest Arkansas Regional Airport,43174,1323058
422,3385,4039,Kalamazoo Battle Creek International Airport,3682,Hartsfield Jackson Atlanta International Airport,59755,1756692
423,3386,3578,Lovell Field,3682,Hartsfield Jackson Atlanta International Airport,24032,709444
424,3387,4285,Yeager Airport,3682,Hartsfield Jackson Atlanta International Airport,52703,1574621
425,3388,3488,Cincinnati Northern Kentucky International Airport,3682,Hartsfield Jackson Atlanta International Airport,11997,361356
426,3389,3645,Detroit Metropolitan Wayne County Airport,3861,Louis Armstrong New Orleans International Airport,38379,1171604
427,3390,4018,Evansville Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,41034,1230776
428,3391,4041,Fort Wayne International Airport,3682,Hartsfield Jackson Atlanta International Airport,6752,197288
429,3392,3442,Grand Forks International Airport,7018,Thief River Falls Regional Airport,28207,819495
430,3393,4008,Piedmont Triad International Airport,3682,Hartsfield Jackson Atlanta International Airport,24540,748755
431,3394,4034,Greenville Spartanburg International Airport,3682,Hartsfield Jackson Atlanta International Airport,55354,1712058
432,3395,3797,John F Kennedy International Airport,3861,Louis Armstrong New Orleans International Airport,22573,661333
433,3396,3544,Capital City Airport,3682,Hartsfield Jackson Atlanta International Airport,35147,1057188
434,3397,4017,Blue Grass Airport,3682,Hartsfield Jackson Atlanta International Airport,3909,90543
435,3398,3697,La Guardia Airport,3861,Louis Armstrong New Orleans International Airport,18761,557059
436,3399,4128,MBS International Airport,3682,Hartsfield Jackson Atlanta International Airport,8938,262646
437,3400,3542,Harrisburg International Airport,3682,Hartsfield Jackson Atlanta International Airport,70712,2143359
438,3401,3473,Memphis International Airport,3861,Louis Armstrong New Orleans International Airport,22164,670769
439,3402,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3682,Hartsfield Jackson Atlanta International Airport,21265,635019
440,3403,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3861,Louis Armstrong New Orleans International Airport,70746,2141443
441,3404,3861,Louis Armstrong New Orleans International Airport,3645,Detroit Metropolitan Wayne County Airport,43233,1319428
442,3405,3861,Louis Armstrong New Orleans International Airport,3797,John F Kennedy International Airport,39659,1178371
443,3406,3861,Louis Armstrong New Orleans International Airport,3697,La Guardia Airport,19588,604479
444,3407,3861,Louis Armstrong New Orleans International Airport,3473,Memphis International Airport,59361,1830430
445,3408,3861,Louis Armstrong New Orleans International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,63258,1894346
446,3409,4016,Roanoke–Blacksburg Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,54880,1705708
447,3410,3745,Syracuse Hancock International Airport,3682,Hartsfield Jackson Atlanta International Airport,70516,2143844
448,3411,7018,Thief River Falls Regional Airport,3442,Grand Forks International Airport,70714,2142904
449,3412,3676,McGhee Tyson Airport,3682,Hartsfield Jackson Atlanta International Airport,19298,602717
450,3413,4356,Northwest Arkansas Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,63202,1894674
451,3414,3517,Nantucket Memorial Airport,3448,General Edward Lawrence Logan International Airport,23968,706436
452,3415,3517,Nantucket Memorial Airport,5737,New Bedford Regional Airport,52842,1574071
453,3416,3517,Nantucket Memorial Airport,4278,Barnstable Municipal Boardman Polando Field,3911,90788
454,3417,3517,Nantucket Memorial Airport,4265,Martha's Vineyard Airport,12036,359747
455,3418,3864,Albany International Airport,3448,General Edward Lawrence Logan International Airport,38286,1170300
456,3419,3864,Albany International Airport,3546,Massena International Richards Field,13259,166862
457,3420,3864,Albany International Airport,3724,Ogdensburg International Airport,12067,131388
458,3421,3701,Augusta State Airport,3448,General Edward Lawrence Logan International Airport,8755,52171
459,3423,4025,Hancock County-Bar Harbor Airport,3448,General Edward Lawrence Logan International Airport,9490,62491
460,3424,4021,Billings Logan International Airport,7070,Dawson Community Airport,10242,290467
461,3425,4021,Billings Logan International Airport,5739,Wokal Field Glasgow International Airport,13755,339126
462,3426,4021,Billings Logan International Airport,3604,Havre City County Airport,14055,353523
463,3427,4021,Billings Logan International Airport,7071,L M Clayton Airport,9183,255652
464,3428,4021,Billings Logan International Airport,7065,Sidney - Richland Regional Airport,15597,430181
465,3429,3448,General Edward Lawrence Logan International Airport,3517,Nantucket Memorial Airport,11654,360332
466,3430,3448,General Edward Lawrence Logan International Airport,3864,Albany International Airport,15585,445400
467,3431,3448,General Edward Lawrence Logan International Airport,3701,Augusta State Airport,14476,406361
468,3432,3448,General Edward Lawrence Logan International Airport,4025,Hancock County-Bar Harbor Airport,15361,468994
469,3433,3448,General Edward Lawrence Logan International Airport,4278,Barnstable Municipal Boardman Polando Field,14323,437741
470,3434,3448,General Edward Lawrence Logan International Airport,5749,Lebanon Municipal Airport,13418,170007
471,3435,3448,General Edward Lawrence Logan International Airport,4265,Martha's Vineyard Airport,10197,290067
472,3436,3448,General Edward Lawrence Logan International Airport,6456,Provincetown Municipal Airport,9318,257162
473,3437,3448,General Edward Lawrence Logan International Airport,4026,Knox County Regional Airport,15615,430775
474,3438,3448,General Edward Lawrence Logan International Airport,5767,Rutland - Southern Vermont Regional Airport,4715,117612
475,3439,3448,General Edward Lawrence Logan International Airport,5770,Adirondack Regional Airport,7303,207651
476,3440,5728,Cape Girardeau Regional Airport,3678,St Louis Lambert International Airport,9050,147681
477,3444,5737,New Bedford Regional Airport,3517,Nantucket Memorial Airport,7985,194017
478,3445,5737,New Bedford Regional Airport,3589,Westchester County Airport,12112,299320
479,3446,5737,New Bedford Regional Airport,4265,Martha's Vineyard Airport,11115,257685
480,3447,7070,Dawson Community Airport,4021,Billings Logan International Airport,18871,443763
481,3448,5739,Wokal Field Glasgow International Airport,4021,Billings Logan International Airport,6974,209967
482,3449,3589,Westchester County Airport,4278,Barnstable Municipal Boardman Polando Field,11957,130528
483,3450,3589,Westchester County Airport,5749,Lebanon Municipal Airport,10509,288786
484,3451,3589,Westchester County Airport,4265,Martha's Vineyard Airport,6906,96625
485,3452,3604,Havre City County Airport,4021,Billings Logan International Airport,11646,360419
486,3453,4278,Barnstable Municipal Boardman Polando Field,3517,Nantucket Memorial Airport,15516,445387
487,3454,4278,Barnstable Municipal Boardman Polando Field,3448,General Edward Lawrence Logan International Airport,13258,359711
488,3455,5744,Kirksville Regional Airport,3678,St Louis Lambert International Airport,13118,370790
489,3456,5749,Lebanon Municipal Airport,3448,General Edward Lawrence Logan International Airport,16911,378204
490,3457,5749,Lebanon Municipal Airport,3589,Westchester County Airport,14421,406346
491,3459,3546,Massena International Richards Field,3864,Albany International Airport,8703,52395
492,3460,4265,Martha's Vineyard Airport,3517,Nantucket Memorial Airport,4536,114967
493,3461,4265,Martha's Vineyard Airport,3448,General Edward Lawrence Logan International Airport,10442,303157
494,3462,4265,Martha's Vineyard Airport,5737,New Bedford Regional Airport,7028,204811
495,3463,4265,Martha's Vineyard Airport,3589,Westchester County Airport,13013,370579
496,3464,6825,Williamson County Regional Airport,3678,St Louis Lambert International Airport,13464,338118
497,3466,3724,Ogdensburg International Airport,3864,Albany International Airport,9516,63139
498,3467,7071,L M Clayton Airport,4021,Billings Logan International Airport,9155,147957
499,3468,5758,Owensboro Daviess County Airport,3678,St Louis Lambert International Airport,7249,99849
500,3469,6456,Provincetown Municipal Airport,3448,General Edward Lawrence Logan International Airport,17169,382174
501,3470,4026,Knox County Regional Airport,3448,General Edward Lawrence Logan International Airport,7473,212755
502,3471,5767,Rutland - Southern Vermont Regional Airport,3448,General Edward Lawrence Logan International Airport,13721,352349
503,3472,7065,Sidney - Richland Regional Airport,4021,Billings Logan International Airport,15269,468822
504,3482,5770,Adirondack Regional Airport,3448,General Edward Lawrence Logan International Airport,12609,354083
505,3483,3678,St Louis Lambert International Airport,5728,Cape Girardeau Regional Airport,5,5
506,3484,3678,St Louis Lambert International Airport,5744,Kirksville Regional Airport,7783,190415
507,3485,3678,St Louis Lambert International Airport,6825,Williamson County Regional Airport,11865,296666
508,3486,3678,St Louis Lambert International Airport,5758,Owensboro Daviess County Airport,10871,254596
509,3487,3678,St Louis Lambert International Airport,3665,Waynesville-St. Robert Regional Forney field,14296,437620
510,3488,3678,St Louis Lambert International Airport,5774,Quincy Regional Baldwin Field,18594,440663
511,3495,3665,Waynesville-St. Robert Regional Forney field,3678,St Louis Lambert International Airport,7073,209780
512,3496,5774,Quincy Regional Baldwin Field,3678,St Louis Lambert International Airport,10660,302903
513,3693,3576,Miami International Airport,2821,General José Antonio Anzoategui International Airport,7705,213767
514,3876,3494,Newark Liberty International Airport,302,Brussels Airport,12746,345894
515,4168,3752,Philadelphia International Airport,3941,Eleftherios Venizelos International Airport,8258,227584
516,4399,4355,Lehigh Valley International Airport,3876,Charlotte Douglas International Airport,7507,209519
517,4400,4355,Lehigh Valley International Airport,3752,Philadelphia International Airport,8025,226417
518,4401,3718,Abilene Regional Airport,3670,Dallas Fort Worth International Airport,7395,209315
519,4402,4019,Albuquerque International Sunport,3670,Dallas Fort Worth International Airport,\N,\N
520,4403,4019,Albuquerque International Sunport,3484,Los Angeles International Airport,\N,\N
521,4404,4019,Albuquerque International Sunport,3830,Chicago O'Hare International Airport,\N,\N
522,4405,4019,Albuquerque International Sunport,3462,Phoenix Sky Harbor International Airport,30420,905045
523,4408,3700,Waco Regional Airport,3670,Dallas Fort Worth International Airport,4246,115676
524,4411,3852,Alexandria International Airport,3670,Dallas Fort Worth International Airport,8910,274161
525,4413,3658,Augusta Regional At Bush Field,3876,Charlotte Douglas International Airport,33328,1013388
526,4414,3658,Augusta Regional At Bush Field,3520,Ronald Reagan Washington National Airport,42587,1300206
527,4419,3864,Albany International Airport,3876,Charlotte Douglas International Airport,69193,2155763
528,4420,3864,Albany International Airport,3520,Ronald Reagan Washington National Airport,23131,679901
529,4421,3864,Albany International Airport,3752,Philadelphia International Airport,6260,180180
530,4422,5718,Waterloo Regional Airport,3830,Chicago O'Hare International Airport,16663,515391
531,4423,3840,Rick Husband Amarillo International Airport,3670,Dallas Fort Worth International Airport,9077,274284
532,4429,3774,Ted Stevens Anchorage International Airport,3484,Los Angeles International Airport,28683,888212
533,4430,3774,Ted Stevens Anchorage International Airport,3462,Phoenix Sky Harbor International Airport,42105,1254292
534,4436,3838,Watertown International Airport,3830,Chicago O'Hare International Airport,21391,607115
535,4437,3838,Watertown International Airport,3752,Philadelphia International Airport,14074,402243
536,4442,3682,Hartsfield Jackson Atlanta International Airport,3876,Charlotte Douglas International Airport,15284,416567
537,4443,3682,Hartsfield Jackson Atlanta International Airport,3670,Dallas Fort Worth International Airport,18314,540058
538,4444,3682,Hartsfield Jackson Atlanta International Airport,507,London Heathrow Airport,211687,5485348
539,4445,3682,Hartsfield Jackson Atlanta International Airport,3576,Miami International Airport,214882,5828020
540,4446,3682,Hartsfield Jackson Atlanta International Airport,3830,Chicago O'Hare International Airport,40994,1221395
541,4447,3682,Hartsfield Jackson Atlanta International Airport,3752,Philadelphia International Airport,18350,536332
542,4448,3682,Hartsfield Jackson Atlanta International Airport,3462,Phoenix Sky Harbor International Airport,13535,397237
543,4461,3673,Austin Bergstrom International Airport,3876,Charlotte Douglas International Airport,42009,1299094
544,4462,3673,Austin Bergstrom International Airport,3670,Dallas Fort Worth International Airport,\N,\N
545,4463,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,33681,1056813
546,4464,3673,Austin Bergstrom International Airport,3484,Los Angeles International Airport,39737,1202795
547,4465,3673,Austin Bergstrom International Airport,507,London Heathrow Airport,41896,1248028
